@RELATION goodreads_nlp
	@ATTRIBUTE text  string
	@ATTRIBUTE class        {art,music,science,history,religion,romance,travel,fiction}
@DATA
"Pale Blue Dot: A Vision of the Human Future in Space (Paperback)",science
"Bad Science (Paperback)",science
"Thinking, Fast and Slow (Hardcover)",science
"The Structure of Scientific Revolutions (Paperback)",science
"Seven Brief Lessons on Physics (Hardcover)",science
"Chaos: Making a New Science (Paperback)",science
"Genome: the Autobiography of a Species in 23 Chapters (Paperback)",science
"A Universe from Nothing: Why There Is Something Rather Than Nothing (Hardcover)",science
"The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution (Paperback)",science
"The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus (Paperback)",science
"Gulp: Adventures on the Alimentary Canal (Paperback)",science
"Your Inner Fish: A Journey Into the 3.5-Billion-Year History of the Human Body (Hardcover)",science
"Homo Deus: A Brief History of Tomorrow (Kindle Edition)",science
"Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time (Hardcover)",science
"I Contain Multitudes: The Microbes Within Us and a Grander View of Life (Hardcover)",science
"Relativity: The Special and the General Theory (Paperback)",science
"The Magic of Reality: How We Know What's Really True (Hardcover)",science
"Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher (Paperback)",science
"The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos (Hardcover)",science
"A Briefer History of Time (Hardcover)",science
"A Brief History of Time (Paperback)",science
"A Short History of Nearly Everything (Paperback)",science
"The Selfish Gene (Paperback)",science
"Cosmos (Mass Market Paperback)",science
"The Immortal Life of Henrietta Lacks (Hardcover)",science
"The Origin of Species (Hardcover)",science
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory (Paperback)",science
"Astrophysics for People in a Hurry (Hardcover)",science
"What If?: Serious Scientific Answers to Absurd Hypothetical Questions (Hardcover)",science
"The Demon-Haunted World: Science as a Candle in the Dark (Paperback)",science
"Sapiens: A Brief History of Humankind (Paperback)",science
"Stiff: The Curious Lives of Human Cadavers (Paperback)",science
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character (Paperback)",science
"The Greatest Show on Earth: The Evidence for Evolution (Hardcover)",science
"The Grand Design (Hardcover)",science
"Guns, Germs, and Steel: The Fates of Human Societies (Paperback)",science
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements (Hardcover)",science
"The God Delusion (Hardcover)",science
"The Emperor of All Maladies: A Biography of Cancer (Hardcover)",science
"The Man Who Mistook His Wife for a Hat and Other Clinical Tales (Paperback)",science
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality (Paperback)",science
"Packing for Mars: The Curious Science of Life in the Void (Paperback)",science
"The Sixth Extinction: An Unnatural History (Hardcover)",science
"The Gene: An Intimate History (Hardcover)",science
"The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design (Paperback)",science
"Gödel, Escher, Bach: An Eternal Golden Braid (Paperback)",science
"Death by Black Hole: And Other Cosmic Quandaries (Paperback)",science
"Bonk: The Curious Coupling of Science and Sex (Paperback)",science
"Physics of the Impossible (Hardcover)",science
"The Universe in a Nutshell (Hardcover)",science
"Pale Blue Dot: A Vision of the Human Future in Space (Paperback)",science
"Bad Science (Paperback)",science
"Thinking, Fast and Slow (Hardcover)",science
"The Structure of Scientific Revolutions (Paperback)",science
"Seven Brief Lessons on Physics (Hardcover)",science
"Chaos: Making a New Science (Paperback)",science
"Genome: the Autobiography of a Species in 23 Chapters (Paperback)",science
"A Universe from Nothing: Why There Is Something Rather Than Nothing (Hardcover)",science
"The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution (Paperback)",science
"The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus (Paperback)",science
"Gulp: Adventures on the Alimentary Canal (Paperback)",science
"Your Inner Fish: A Journey Into the 3.5-Billion-Year History of the Human Body (Hardcover)",science
"Homo Deus: A Brief History of Tomorrow (Kindle Edition)",science
"Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time (Hardcover)",science
"I Contain Multitudes: The Microbes Within Us and a Grander View of Life (Hardcover)",science
"Relativity: The Special and the General Theory (Paperback)",science
"The Magic of Reality: How We Know What's Really True (Hardcover)",science
"Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher (Paperback)",science
"The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos (Hardcover)",science
"A Briefer History of Time (Hardcover)",science
"A Brief History of Time (Paperback)",science
"A Short History of Nearly Everything (Paperback)",science
"The Selfish Gene (Paperback)",science
"Cosmos (Mass Market Paperback)",science
"The Immortal Life of Henrietta Lacks (Hardcover)",science
"The Origin of Species (Hardcover)",science
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory (Paperback)",science
"Astrophysics for People in a Hurry (Hardcover)",science
"What If?: Serious Scientific Answers to Absurd Hypothetical Questions (Hardcover)",science
"The Demon-Haunted World: Science as a Candle in the Dark (Paperback)",science
"Sapiens: A Brief History of Humankind (Paperback)",science
"Stiff: The Curious Lives of Human Cadavers (Paperback)",science
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character (Paperback)",science
"The Greatest Show on Earth: The Evidence for Evolution (Hardcover)",science
"The Grand Design (Hardcover)",science
"Guns, Germs, and Steel: The Fates of Human Societies (Paperback)",science
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements (Hardcover)",science
"The God Delusion (Hardcover)",science
"The Emperor of All Maladies: A Biography of Cancer (Hardcover)",science
"The Man Who Mistook His Wife for a Hat and Other Clinical Tales (Paperback)",science
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality (Paperback)",science
"Packing for Mars: The Curious Science of Life in the Void (Paperback)",science
"The Sixth Extinction: An Unnatural History (Hardcover)",science
"The Gene: An Intimate History (Hardcover)",science
"The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design (Paperback)",science
"Gödel, Escher, Bach: An Eternal Golden Braid (Paperback)",science
"Death by Black Hole: And Other Cosmic Quandaries (Paperback)",science
"Bonk: The Curious Coupling of Science and Sex (Paperback)",science
"Physics of the Impossible (Hardcover)",science
"The Universe in a Nutshell (Hardcover)",science
"Pale Blue Dot: A Vision of the Human Future in Space (Paperback)",science
"Bad Science (Paperback)",science
"Thinking, Fast and Slow (Hardcover)",science
"The Structure of Scientific Revolutions (Paperback)",science
"Seven Brief Lessons on Physics (Hardcover)",science
"Chaos: Making a New Science (Paperback)",science
"Genome: the Autobiography of a Species in 23 Chapters (Paperback)",science
"A Universe from Nothing: Why There Is Something Rather Than Nothing (Hardcover)",science
"The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution (Paperback)",science
"The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus (Paperback)",science
"Gulp: Adventures on the Alimentary Canal (Paperback)",science
"Your Inner Fish: A Journey Into the 3.5-Billion-Year History of the Human Body (Hardcover)",science
"Homo Deus: A Brief History of Tomorrow (Kindle Edition)",science
"Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time (Hardcover)",science
"I Contain Multitudes: The Microbes Within Us and a Grander View of Life (Hardcover)",science
"Relativity: The Special and the General Theory (Paperback)",science
"The Magic of Reality: How We Know What's Really True (Hardcover)",science
"Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher (Paperback)",science
"The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos (Hardcover)",science
"A Briefer History of Time (Hardcover)",science
"A Brief History of Time (Paperback)",science
"A Short History of Nearly Everything (Paperback)",science
"The Selfish Gene (Paperback)",science
"Cosmos (Mass Market Paperback)",science
"The Immortal Life of Henrietta Lacks (Hardcover)",science
"The Origin of Species (Hardcover)",science
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory (Paperback)",science
"Astrophysics for People in a Hurry (Hardcover)",science
"What If?: Serious Scientific Answers to Absurd Hypothetical Questions (Hardcover)",science
"The Demon-Haunted World: Science as a Candle in the Dark (Paperback)",science
"Sapiens: A Brief History of Humankind (Paperback)",science
"Stiff: The Curious Lives of Human Cadavers (Paperback)",science
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character (Paperback)",science
"The Greatest Show on Earth: The Evidence for Evolution (Hardcover)",science
"The Grand Design (Hardcover)",science
"Guns, Germs, and Steel: The Fates of Human Societies (Paperback)",science
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements (Hardcover)",science
"The God Delusion (Hardcover)",science
"The Emperor of All Maladies: A Biography of Cancer (Hardcover)",science
"The Man Who Mistook His Wife for a Hat and Other Clinical Tales (Paperback)",science
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality (Paperback)",science
"Packing for Mars: The Curious Science of Life in the Void (Paperback)",science
"The Sixth Extinction: An Unnatural History (Hardcover)",science
"The Gene: An Intimate History (Hardcover)",science
"The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design (Paperback)",science
"Gödel, Escher, Bach: An Eternal Golden Braid (Paperback)",science
"Death by Black Hole: And Other Cosmic Quandaries (Paperback)",science
"Bonk: The Curious Coupling of Science and Sex (Paperback)",science
"Physics of the Impossible (Hardcover)",science
"The Universe in a Nutshell (Hardcover)",science
"Pale Blue Dot: A Vision of the Human Future in Space (Paperback)",science
"Bad Science (Paperback)",science
"Thinking, Fast and Slow (Hardcover)",science
"The Structure of Scientific Revolutions (Paperback)",science
"Seven Brief Lessons on Physics (Hardcover)",science
"Chaos: Making a New Science (Paperback)",science
"Genome: the Autobiography of a Species in 23 Chapters (Paperback)",science
"A Universe from Nothing: Why There Is Something Rather Than Nothing (Hardcover)",science
"The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution (Paperback)",science
"The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus (Paperback)",science
"Gulp: Adventures on the Alimentary Canal (Paperback)",science
"Your Inner Fish: A Journey Into the 3.5-Billion-Year History of the Human Body (Hardcover)",science
"Homo Deus: A Brief History of Tomorrow (Kindle Edition)",science
"Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time (Hardcover)",science
"I Contain Multitudes: The Microbes Within Us and a Grander View of Life (Hardcover)",science
"Relativity: The Special and the General Theory (Paperback)",science
"The Magic of Reality: How We Know What's Really True (Hardcover)",science
"Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher (Paperback)",science
"The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos (Hardcover)",science
"A Briefer History of Time (Hardcover)",science
"A Walk in the Woods: Rediscovering America on the Appalachian Trail (Mass Market Paperback)",travel
"In a Sunburned Country (Paperback)",travel
"Notes from a Small Island (Paperback)",travel
"Eat, Pray, Love (Paperback)",travel
"Neither Here nor There: Travels in Europe (Paperback)",travel
"Wild: From Lost to Found on the Pacific Crest Trail (Hardcover)",travel
"The Lost Continent: Travels in Small Town America (Paperback)",travel
"Into the Wild (Paperback)",travel
"I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away (Paperback)",travel
"Travels with Charley: In Search of America (Paperback)",travel
"Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel (Paperback)",travel
"Under the Tuscan Sun (Paperback)",travel
"A Year in Provence (Paperback)",travel
"On the Road (Paperback)",travel
"The Road to Little Dribbling: Adventures of an American in Britain (Hardcover)",travel
"The Great Railway Bazaar (Paperback)",travel
"The Geography of Bliss: One Grump's Search for the Happiest Places in the World (Paperback)",travel
"1,000 Places to See Before You Die (Paperback)",travel
"The Art of Travel (Paperback)",travel
"Into Thin Air: A Personal Account of the Mount Everest Disaster (Paperback)",travel
"In Patagonia (Paperback)",travel
"The Sex Lives of Cannibals: Adrift in the Equatorial Pacific (Paperback)",travel
"Dark Star Safari: Overland from Cairo to Cape Town (Paperback)",travel
"A Time of Gifts (Paperback)",travel
"Tales of a Female Nomad: Living at Large in the World (Paperback)",travel
"Round Ireland with a Fridge (Paperback)",travel
"Without Reservations: The Travels of an Independent Woman (Paperback)",travel
"Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time (Hardcover)",travel
"The Lost City of Z: A Tale of Deadly Obsession in the Amazon (Hardcover)",travel
"Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation, or How He Became Comfortable Eating Live Squid (Hardcover)",travel
"Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu (Paperback)",travel
"The Old Patagonian Express: By Train Through the Americas (Paperback)",travel
"Seven Years in Tibet (Paperback)",travel
"Riding the Iron Rooster (Paperback)",travel
"A Cook's Tour: Global Adventures in Extreme Cuisines (Paperback)",travel
"Holy Cow: An Indian Adventure (Paperback)",travel
"The Innocents Abroad (Paperback)",travel
"Bill Bryson's African Diary (Hardcover)",travel
"Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders (Hardcover)",travel
"Ghost Train to the Eastern Star (Hardcover)",travel
"The Snow Leopard (Paperback)",travel
"The Travel Book: A Journey Through Every Country in the World (Paperback)",travel
"A Year in the World: Journeys of a Passionate Traveller (Paperback)",travel
"The Places in Between (Paperback)",travel
"The Motorcycle Diaries: Notes on a Latin American Journey (Paperback)",travel
"Kon-Tiki (Paperback)",travel
"A Short Walk in the Hindu Kush (Hardcover)",travel
"Tracks: A Woman's Solo Trek Across 1700 Miles of Australian Outback (Paperback)",travel
"The Lost Girls: Three Friends. Four Continents. One Unconventional Detour Around the World. (Hardcover)",travel
"Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time (Paperback)",travel
"A Walk in the Woods: Rediscovering America on the Appalachian Trail (Mass Market Paperback)",travel
"In a Sunburned Country (Paperback)",travel
"Notes from a Small Island (Paperback)",travel
"Eat, Pray, Love (Paperback)",travel
"Neither Here nor There: Travels in Europe (Paperback)",travel
"Wild: From Lost to Found on the Pacific Crest Trail (Hardcover)",travel
"The Lost Continent: Travels in Small Town America (Paperback)",travel
"Into the Wild (Paperback)",travel
"I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away (Paperback)",travel
"Travels with Charley: In Search of America (Paperback)",travel
"Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel (Paperback)",travel
"Under the Tuscan Sun (Paperback)",travel
"A Year in Provence (Paperback)",travel
"On the Road (Paperback)",travel
"The Road to Little Dribbling: Adventures of an American in Britain (Hardcover)",travel
"The Great Railway Bazaar (Paperback)",travel
"The Geography of Bliss: One Grump's Search for the Happiest Places in the World (Paperback)",travel
"1,000 Places to See Before You Die (Paperback)",travel
"The Art of Travel (Paperback)",travel
"Into Thin Air: A Personal Account of the Mount Everest Disaster (Paperback)",travel
"In Patagonia (Paperback)",travel
"The Sex Lives of Cannibals: Adrift in the Equatorial Pacific (Paperback)",travel
"Dark Star Safari: Overland from Cairo to Cape Town (Paperback)",travel
"A Time of Gifts (Paperback)",travel
"Tales of a Female Nomad: Living at Large in the World (Paperback)",travel
"Round Ireland with a Fridge (Paperback)",travel
"Without Reservations: The Travels of an Independent Woman (Paperback)",travel
"Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time (Hardcover)",travel
"The Lost City of Z: A Tale of Deadly Obsession in the Amazon (Hardcover)",travel
"Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation, or How He Became Comfortable Eating Live Squid (Hardcover)",travel
"Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu (Paperback)",travel
"The Old Patagonian Express: By Train Through the Americas (Paperback)",travel
"Seven Years in Tibet (Paperback)",travel
"Riding the Iron Rooster (Paperback)",travel
"A Cook's Tour: Global Adventures in Extreme Cuisines (Paperback)",travel
"Holy Cow: An Indian Adventure (Paperback)",travel
"The Innocents Abroad (Paperback)",travel
"Bill Bryson's African Diary (Hardcover)",travel
"Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders (Hardcover)",travel
"Ghost Train to the Eastern Star (Hardcover)",travel
"The Snow Leopard (Paperback)",travel
"The Travel Book: A Journey Through Every Country in the World (Paperback)",travel
"A Year in the World: Journeys of a Passionate Traveller (Paperback)",travel
"The Places in Between (Paperback)",travel
"The Motorcycle Diaries: Notes on a Latin American Journey (Paperback)",travel
"Kon-Tiki (Paperback)",travel
"A Short Walk in the Hindu Kush (Hardcover)",travel
"Tracks: A Woman's Solo Trek Across 1700 Miles of Australian Outback (Paperback)",travel
"The Lost Girls: Three Friends. Four Continents. One Unconventional Detour Around the World. (Hardcover)",travel
"Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time (Paperback)",travel
"A Walk in the Woods: Rediscovering America on the Appalachian Trail (Mass Market Paperback)",travel
"In a Sunburned Country (Paperback)",travel
"Notes from a Small Island (Paperback)",travel
"Eat, Pray, Love (Paperback)",travel
"Neither Here nor There: Travels in Europe (Paperback)",travel
"Wild: From Lost to Found on the Pacific Crest Trail (Hardcover)",travel
"The Lost Continent: Travels in Small Town America (Paperback)",travel
"Into the Wild (Paperback)",travel
"I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away (Paperback)",travel
"Travels with Charley: In Search of America (Paperback)",travel
"Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel (Paperback)",travel
"Under the Tuscan Sun (Paperback)",travel
"A Year in Provence (Paperback)",travel
"On the Road (Paperback)",travel
"The Road to Little Dribbling: Adventures of an American in Britain (Hardcover)",travel
"The Great Railway Bazaar (Paperback)",travel
"The Geography of Bliss: One Grump's Search for the Happiest Places in the World (Paperback)",travel
"1,000 Places to See Before You Die (Paperback)",travel
"The Art of Travel (Paperback)",travel
"Into Thin Air: A Personal Account of the Mount Everest Disaster (Paperback)",travel
"In Patagonia (Paperback)",travel
"The Sex Lives of Cannibals: Adrift in the Equatorial Pacific (Paperback)",travel
"Dark Star Safari: Overland from Cairo to Cape Town (Paperback)",travel
"A Time of Gifts (Paperback)",travel
"Tales of a Female Nomad: Living at Large in the World (Paperback)",travel
"Round Ireland with a Fridge (Paperback)",travel
"Without Reservations: The Travels of an Independent Woman (Paperback)",travel
"Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time (Hardcover)",travel
"The Lost City of Z: A Tale of Deadly Obsession in the Amazon (Hardcover)",travel
"Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation, or How He Became Comfortable Eating Live Squid (Hardcover)",travel
"Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu (Paperback)",travel
"The Old Patagonian Express: By Train Through the Americas (Paperback)",travel
"Seven Years in Tibet (Paperback)",travel
"Riding the Iron Rooster (Paperback)",travel
"A Cook's Tour: Global Adventures in Extreme Cuisines (Paperback)",travel
"Holy Cow: An Indian Adventure (Paperback)",travel
"The Innocents Abroad (Paperback)",travel
"Bill Bryson's African Diary (Hardcover)",travel
"Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders (Hardcover)",travel
"Ghost Train to the Eastern Star (Hardcover)",travel
"The Snow Leopard (Paperback)",travel
"The Travel Book: A Journey Through Every Country in the World (Paperback)",travel
"A Year in the World: Journeys of a Passionate Traveller (Paperback)",travel
"The Places in Between (Paperback)",travel
"The Motorcycle Diaries: Notes on a Latin American Journey (Paperback)",travel
"Kon-Tiki (Paperback)",travel
"A Short Walk in the Hindu Kush (Hardcover)",travel
"Tracks: A Woman's Solo Trek Across 1700 Miles of Australian Outback (Paperback)",travel
"The Lost Girls: Three Friends. Four Continents. One Unconventional Detour Around the World. (Hardcover)",travel
"Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time (Paperback)",travel
"A Walk in the Woods: Rediscovering America on the Appalachian Trail (Mass Market Paperback)",travel
"In a Sunburned Country (Paperback)",travel
"Notes from a Small Island (Paperback)",travel
"Eat, Pray, Love (Paperback)",travel
"Neither Here nor There: Travels in Europe (Paperback)",travel
"Wild: From Lost to Found on the Pacific Crest Trail (Hardcover)",travel
"The Lost Continent: Travels in Small Town America (Paperback)",travel
"Into the Wild (Paperback)",travel
"I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away (Paperback)",travel
"Travels with Charley: In Search of America (Paperback)",travel
"Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel (Paperback)",travel
"Under the Tuscan Sun (Paperback)",travel
"A Year in Provence (Paperback)",travel
"On the Road (Paperback)",travel
"The Road to Little Dribbling: Adventures of an American in Britain (Hardcover)",travel
"The Great Railway Bazaar (Paperback)",travel
"The Geography of Bliss: One Grump's Search for the Happiest Places in the World (Paperback)",travel
"1,000 Places to See Before You Die (Paperback)",travel
"The Art of Travel (Paperback)",travel
"Into Thin Air: A Personal Account of the Mount Everest Disaster (Paperback)",travel
"In Patagonia (Paperback)",travel
"The Sex Lives of Cannibals: Adrift in the Equatorial Pacific (Paperback)",travel
"Dark Star Safari: Overland from Cairo to Cape Town (Paperback)",travel
"A Time of Gifts (Paperback)",travel
"Tales of a Female Nomad: Living at Large in the World (Paperback)",travel
"Round Ireland with a Fridge (Paperback)",travel
"Without Reservations: The Travels of an Independent Woman (Paperback)",travel
"Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time (Hardcover)",travel
"The Lost City of Z: A Tale of Deadly Obsession in the Amazon (Hardcover)",travel
"Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation, or How He Became Comfortable Eating Live Squid (Hardcover)",travel
"Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu (Paperback)",travel
"The Old Patagonian Express: By Train Through the Americas (Paperback)",travel
"Seven Years in Tibet (Paperback)",travel
"Riding the Iron Rooster (Paperback)",travel
"A Cook's Tour: Global Adventures in Extreme Cuisines (Paperback)",travel
"Holy Cow: An Indian Adventure (Paperback)",travel
"The Innocents Abroad (Paperback)",travel
"Bill Bryson's African Diary (Hardcover)",travel
"Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders (Hardcover)",travel
"Ghost Train to the Eastern Star (Hardcover)",travel
"The Snow Leopard (Paperback)",travel
"The Travel Book: A Journey Through Every Country in the World (Paperback)",travel
"A Year in the World: Journeys of a Passionate Traveller (Paperback)",travel
"The Places in Between (Paperback)",travel
"The Motorcycle Diaries: Notes on a Latin American Journey (Paperback)",travel
"Kon-Tiki (Paperback)",travel
"A Short Walk in the Hindu Kush (Hardcover)",travel
"Tracks: A Woman's Solo Trek Across 1700 Miles of Australian Outback (Paperback)",travel
"The Lost Girls: Three Friends. Four Continents. One Unconventional Detour Around the World. (Hardcover)",travel
"Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time (Paperback)",travel
"A Walk in the Woods: Rediscovering America on the Appalachian Trail (Mass Market Paperback)",travel
"In a Sunburned Country (Paperback)",travel
"Notes from a Small Island (Paperback)",travel
"Eat, Pray, Love (Paperback)",travel
"Neither Here nor There: Travels in Europe (Paperback)",travel
"Wild: From Lost to Found on the Pacific Crest Trail (Hardcover)",travel
"The Lost Continent: Travels in Small Town America (Paperback)",travel
"Into the Wild (Paperback)",travel
"I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away (Paperback)",travel
"Travels with Charley: In Search of America (Paperback)",travel
"Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel (Paperback)",travel
"Under the Tuscan Sun (Paperback)",travel
"A Year in Provence (Paperback)",travel
"On the Road (Paperback)",travel
"The Road to Little Dribbling: Adventures of an American in Britain (Hardcover)",travel
"The Great Railway Bazaar (Paperback)",travel
"The Geography of Bliss: One Grump's Search for the Happiest Places in the World (Paperback)",travel
"1,000 Places to See Before You Die (Paperback)",travel
"The Art of Travel (Paperback)",travel
"Into Thin Air: A Personal Account of the Mount Everest Disaster (Paperback)",travel
"In Patagonia (Paperback)",travel
"The Sex Lives of Cannibals: Adrift in the Equatorial Pacific (Paperback)",travel
"Dark Star Safari: Overland from Cairo to Cape Town (Paperback)",travel
"A Time of Gifts (Paperback)",travel
"Tales of a Female Nomad: Living at Large in the World (Paperback)",travel
"Round Ireland with a Fridge (Paperback)",travel
"Without Reservations: The Travels of an Independent Woman (Paperback)",travel
"Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time (Hardcover)",travel
"The Lost City of Z: A Tale of Deadly Obsession in the Amazon (Hardcover)",travel
"Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation, or How He Became Comfortable Eating Live Squid (Hardcover)",travel
"Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu (Paperback)",travel
"The Old Patagonian Express: By Train Through the Americas (Paperback)",travel
"Seven Years in Tibet (Paperback)",travel
"Riding the Iron Rooster (Paperback)",travel
"A Cook's Tour: Global Adventures in Extreme Cuisines (Paperback)",travel
"Holy Cow: An Indian Adventure (Paperback)",travel
"The Innocents Abroad (Paperback)",travel
"Bill Bryson's African Diary (Hardcover)",travel
"Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders (Hardcover)",travel
"Ghost Train to the Eastern Star (Hardcover)",travel
"The Snow Leopard (Paperback)",travel
"The Travel Book: A Journey Through Every Country in the World (Paperback)",travel
"A Year in the World: Journeys of a Passionate Traveller (Paperback)",travel
"The Places in Between (Paperback)",travel
"The Motorcycle Diaries: Notes on a Latin American Journey (Paperback)",travel
"Kon-Tiki (Paperback)",travel
"A Short Walk in the Hindu Kush (Hardcover)",travel
"Tracks: A Woman's Solo Trek Across 1700 Miles of Australian Outback (Paperback)",travel
"The Lost Girls: Three Friends. Four Continents. One Unconventional Detour Around the World. (Hardcover)",travel
"Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time (Paperback)",travel
"A Walk in the Woods: Rediscovering America on the Appalachian Trail (Mass Market Paperback)",travel
"In a Sunburned Country (Paperback)",travel
"Notes from a Small Island (Paperback)",travel
"Eat, Pray, Love (Paperback)",travel
"Neither Here nor There: Travels in Europe (Paperback)",travel
"Wild: From Lost to Found on the Pacific Crest Trail (Hardcover)",travel
"The Lost Continent: Travels in Small Town America (Paperback)",travel
"Into the Wild (Paperback)",travel
"I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away (Paperback)",travel
"Travels with Charley: In Search of America (Paperback)",travel
"Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel (Paperback)",travel
"Under the Tuscan Sun (Paperback)",travel
"A Year in Provence (Paperback)",travel
"On the Road (Paperback)",travel
"The Road to Little Dribbling: Adventures of an American in Britain (Hardcover)",travel
"The Great Railway Bazaar (Paperback)",travel
"The Geography of Bliss: One Grump's Search for the Happiest Places in the World (Paperback)",travel
"1,000 Places to See Before You Die (Paperback)",travel
"The Art of Travel (Paperback)",travel
"Into Thin Air: A Personal Account of the Mount Everest Disaster (Paperback)",travel
"In Patagonia (Paperback)",travel
"The Sex Lives of Cannibals: Adrift in the Equatorial Pacific (Paperback)",travel
"Dark Star Safari: Overland from Cairo to Cape Town (Paperback)",travel
"A Time of Gifts (Paperback)",travel
"Tales of a Female Nomad: Living at Large in the World (Paperback)",travel
"Round Ireland with a Fridge (Paperback)",travel
"Without Reservations: The Travels of an Independent Woman (Paperback)",travel
"Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time (Hardcover)",travel
"The Lost City of Z: A Tale of Deadly Obsession in the Amazon (Hardcover)",travel
"Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation, or How He Became Comfortable Eating Live Squid (Hardcover)",travel
"Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu (Paperback)",travel
"The Old Patagonian Express: By Train Through the Americas (Paperback)",travel
"Seven Years in Tibet (Paperback)",travel
"Riding the Iron Rooster (Paperback)",travel
"A Cook's Tour: Global Adventures in Extreme Cuisines (Paperback)",travel
"Holy Cow: An Indian Adventure (Paperback)",travel
"The Innocents Abroad (Paperback)",travel
"Bill Bryson's African Diary (Hardcover)",travel
